Sample_ID,Sample_Type,Subject_ID,Total_Reads,Specimen_Storage_Time,DNA_Storage_Time,Extraction_Method,Source_Material,Specimen_Storage_Temp,observed_features,shannon_entropy,pielou_evenness,faith_pd,bray_curtis_PC1,bray_curtis_PC2,jaccard_PC1,jaccard_PC2,unweighted_unifrac_PC1,unweighted_unifrac_PC2,generalized_unifrac_PC1,generalized_unifrac_PC2,weighted_unifrac_PC1,weighted_unifrac_PC2,RA_Neisseria,RA_Megasphaera,RA_Prevotella,RA_Streptococcus,RA_Fusobacterium,RA_Leptotrichia,RA_Alloprevotella,RA_Porphyromonas,RA_Rothia,RA_Veillonella,RA_Gemella,RA_Actinomyces,RA_Haemophilus,RA_Granulicatella,RA_clr_Neisseria,RA_clr_Megasphaera,RA_clr_Prevotella,RA_clr_Streptococcus,RA_clr_Fusobacterium,RA_clr_Leptotrichia,RA_clr_Alloprevotella,RA_clr_Porphyromonas,RA_clr_Rothia,RA_clr_Veillonella,RA_clr_Gemella,RA_clr_Actinomyces,RA_clr_Haemophilus,RA_clr_Granulicatella
SC241380-MB5,artificialcolony,DZ35316,53009,NA,Month66,KingFisher,Cell Suspension,-80C,37,3.78320209431252,0.726218631550369,6.48424644518162,-0.553790354892957,0.264443609607522,0.514892758211059,0.108358619032917,0.322738826361251,0.0862663495992618,-0.115114152936615,0.00306967195360198,-0.199896649102659,-0.00314136019718803,0.118017695108378,0,0.12997792827633,0.000924371333169839,0.075062725197608,0.119809843611462,0.00015091776868079,0,0.0125073100794205,0.0285989171650097,0.109698353109849,0,0.000377294421701975,0.0132618989228244,4.57305880574451,-0.206213374702243,4.66881544786325,0.448385959527075,4.12534495673276,4.58800439432845,-0.065653690884993,-0.206213374702243,2.39701765155524,3.18152440369544,4.50059558784522,-0.206213374702243,0.113907636061514,2.45137819571177
SD007417-MB5,artificialcolony,RSM0001,27547,NA,Month5,KingFisher,Cell Suspension,-80C,55,4.01246414979325,0.694034681911708,6.75402333482277,-0.382571644557426,0.250640672537302,0.306529101688293,0.0770906079311472,0.208502252476743,-0.138272110551225,-0.119429404686592,0.100173613543597,-0.216392684185751,0.195863847442788,0,0.000363015936399608,0.0720223617816822,0.00678839801067267,0.0778306167640759,0,0.00628017569971322,0,0,0,0,0,0,0,-0.227268458809548,0.0824313859858767,4.06349726120715,1.82536673302792,4.14003300020827,-0.227268458809548,1.7578865376838,-0.227268458809548,-0.227268458809548,-0.227268458809548,-0.227268458809548,-0.227268458809548,-0.227268458809548,-0.227268458809548
SD007418-MB5,artificialcolony,DZ35327,36921,NA,Month5,KingFisher,Cell Suspension,-80C,26,3.67470092227677,0.781778119203287,4.70783916448027,-0.400284958836279,0.269166893753188,0.40791653812634,0.135462010312405,0.474016758163872,-0.1671341653576,-0.177659822771604,0.0986468289543057,-0.309503682569766,0.173640730712556,0,0,0.000216678854852252,0,0.323799463719834,0,0,0,0,0,0,0,0.000189593997995721,0,-0.188721279641223,-0.188721279641223,0.00740361692167291,-0.188721279641223,5.59448667753605,-0.188721279641223,-0.188721279641223,-0.188721279641223,-0.188721279641223,-0.188721279641223,-0.188721279641223,-0.188721279641223,-0.0151092088871501,-0.188721279641223
SD007419-MB5,artificialcolony,DZ35323,32148,NA,Month5,KingFisher,Cell Suspension,-80C,25,3.87124370306028,0.83362695674865,4.43107873153414,-0.557489786146947,0.265631479125434,0.58322076526488,0.152262135972428,0.43654088624364,0.08245311340628,-0.117894138184201,0.0210479836120243,-0.200027597476805,0.0343576449194618,0.158703496329476,0,0.07829413960433,0,0.099290780141844,0.0685579196217494,0,0,0.00479034465596616,0.0666915515739704,0.0781386089336817,0,0,0.160072166231181,4.8688818199372,-0.204437128152923,4.16872709617228,-0.204437128152923,4.40363663977668,4.03772265320549,-0.204437128152923,-0.204437128152923,1.55175468773398,4.01052425186542,4.16676373036508,-0.204437128152923,-0.204437128152923,4.87741537386389
SD007483-MB5,artificialcolony,D6300,33955,NA,Month5,KingFisher,Cell Suspension,-80C,12,2.70007709045036,0.753167457095355,2.18586267609788,-0.393611837751661,0.263103426723936,0.39915055690767,0.112514665123019,0.460678006117093,-0.105111919116019,-0.163407839001594,0.0261824112671344,-0.271108181551332,0.0774665229879887,0.000382859667206597,0,0.000471211898100427,0,0,0,0,0,0,0,0.000382859667206597,0,0.000795170078044471,0,0.204976523025911,-0.119177054664911,0.266909426954316,-0.119177054664911,-0.119177054664911,-0.119177054664911,-0.119177054664911,-0.119177054664911,-0.119177054664911,-0.119177054664911,0.204976523025911,-0.119177054664911,0.465922713786443,-0.119177054664911
SD007484-MB5,artificialcolony,D6310,40198,NA,Month5,KingFisher,Cell Suspension,-80C,5,0.968606187857177,0.417155979114919,1.0622121036713,-0.393170154388811,0.262228322855733,0.394217273397256,0.141259090453145,0.451538229144055,-0.210681188863789,-0.145895416679036,0.0710007239000029,-0.244854851149338,0.169921089615592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.061718158887702,-0.061718158887702,-0.061718158887702,-0.061718158887702,-0.061718158887702,-0.061718158887702,-0.061718158887702,-0.061718158887702,-0.061718158887702,-0.061718158887702,-0.061718158887702,-0.061718158887702,-0.061718158887702,-0.061718158887702
SD007485-MB5,artificialcolony,D6331,38913,NA,Month5,KingFisher,Cell Suspension,-80C,20,3.66247592753058,0.847417135852657,3.31229098260276,-0.296133044262859,0.283004047239272,0.363867214807942,0.109163046862318,0.512962238200157,-0.11391862235858,-0.130956794554534,0.128684969355939,-0.227390236005821,0.240906852937972,0,0,0.0720581810705934,0,0.239534345848431,0,0,0,0,0.119702927042377,0,0,0,0,-0.135196195639583,-0.135196195639583,4.15605992903922,-0.135196195639583,5.34766669389042,-0.135196195639583,-0.135196195639583,-0.135196195639583,-0.135196195639583,4.65813618272808,-0.135196195639583,-0.135196195639583,-0.135196195639583,-0.135196195639583
SC241285-MB3,ExtractionBlank,Blank,2256,NA,Month2,KingFisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC241317-MB3,ExtractionBlank,Blank,1007,NA,Month2,KingFisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC241349-MB3,ExtractionBlank,Blank,1319,NA,Month2,KingFisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC241381-MB3,ExtractionBlank,Blank,5073,NA,Month2,KingFisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC253790-MB3,ExtractionBlank,Blank,83256,NA,Month2,KingFisher,NA,NA,152,5.34872864706327,0.737966630756496,12.2837924114169,-0.0648249623965114,-0.0817381108094608,-0.136059027154802,0.22960820417109,-0.119454346625427,-0.108959377784422,-0.0154673370274949,-0.0140892254203281,-0.0186767036810389,-0.0607352190048494,0.127486307293168,0.0118790237340252,0.215540021139618,0.107259536850197,0.0495339675218603,0.0545666378399154,0.0523205534736235,0.00353127702507927,0.0197703468819064,0.0646560007687134,0.0125876813683098,0.00130921495147497,0.113937734217354,0.00791534544056885,4.5496358300855,2.24941341021349,5.07158887496504,4.37834495269253,3.61645922382406,3.7113964717685,3.67013536493989,1.20481729321625,2.72733982830918,3.87824249149337,2.30297708998967,0.53072110838376,4.43820402960035,1.88158748826321
SC253822-MB3,ExtractionBlank,Blank,218,NA,Month2,KingFisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC241285-MB4,ExtractionBlank,Blank,760,NA,Month18,KingFisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC241317-MB4,ExtractionBlank,Blank,364,NA,Month18,KingFisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC241349-MB4,ExtractionBlank,Blank,344,NA,Month18,KingFisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC241381-MB4,ExtractionBlank,Blank,361,NA,Month18,KingFisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
